Student_ID,Age,Gender,University_Year,Major,Attendance_Percentage,Study_Hours_Per_Week,CGPA,Academic_Performance,Programming_Skill
ST000398,22,Male,Junior,Software Engineering,81,27,3.06,Average,8
ST000399,20,Female,Junior,Business Analytics,78,19,2.84,Average,3
ST000400,24,Female,Freshman,Business Analytics,75,5,2.79,Average,6
ST000401,22,Male,Senior,Data Science,80,21,3.03,Average,8
ST000402,19,Male,Sophomore,Cybersecurity,76,5,2.61,Average,6
ST000403,21,Male,Freshman,Software Engineering,73,24,2.88,Average,9
ST000404,21,Male,Sophomore,Information Technology,53,31,2.86,Average,4
ST000405,21,Female,Sophomore,Artificial Intelligence,92,21,3.51,Good,8
ST000406,21,Female,Freshman,Computer Science,100,22,3.39,Good,10
ST000407,26,Male,Freshman,Computer Science,76,11,2.95,Average,6
ST000408,21,Other,Junior,Software Engineering,80,26,3.17,Average,8
ST000409,22,Male,Sophomore,Software Engineering,90,24,3.39,Good,8
ST000410,20,Female,Senior,Computer Science,59,20,2.64,Average,6
ST000411,22,Female,Junior,Information Technology,85,15,3.04,Average,5
ST000412,20,Female,Junior,Data Science,80,14,3.0,Average,7
ST000413,19,Female,Sophomore,Software Engineering,84,10,3.19,Average,8
ST000414,26,Male,Junior,Software Engineering,86,36,3.5,Good,10
ST000415,21,Male,Junior,Information Technology,100,20,3.52,Good,6
ST000416,20,Male,Sophomore,Software Engineering,93,32,3.6,Good,8
ST000417,23,Male,Sophomore,Computer Science,76,10,2.73,Average,6
ST000418,22,Female,Junior,Information Technology,69,17,2.81,Average,4
ST000419,21,Other,Senior,Cybersecurity,88,15,2.89,Average,5
ST000420,20,Female,Freshman,Cybersecurity,75,17,2.78,Average,6
ST000421,19,Female,Sophomore,Computer Science,57,31,2.93,Average,5
ST000422,23,Male,Sophomore,Artificial Intelligence,86,29,3.13,Average,9
ST000423,21,Male,Junior,Electrical Engineering,98,15,3.37,Good,6
ST000424,21,Female,Freshman,Cybersecurity,88,22,2.99,Average,6
ST000425,20,Male,Sophomore,Cybersecurity,94,10,3.29,Good,10
ST000426,19,Female,Sophomore,Artificial Intelligence,83,22,3.04,Average,9
ST000427,21,Female,Freshman,Cybersecurity,95,22,3.52,Good,9
ST000428,21,Female,Senior,Software Engineering,84,25,3.09,Average,10
ST000429,20,Male,Sophomore,Artificial Intelligence,72,25,3.13,Average,8
ST000430,21,Male,Senior,Computer Science,78,10,2.95,Average,6
ST000431,20,Male,Freshman,Business Analytics,84,24,3.59,Good,6
ST000432,19,Female,Senior,Artificial Intelligence,67,22,2.96,Average,6
ST000433,20,Female,Senior,Data Science,68,15,2.9,Average,8
ST000434,21,Female,Junior,Software Engineering,78,38,3.43,Good,9
ST000435,20,Male,Sophomore,Computer Science,69,15,2.51,Poor,7
ST000436,21,Male,Sophomore,Artificial Intelligence,89,22,3.24,Good,8
ST000437,19,Female,Sophomore,Artificial Intelligence,73,29,3.46,Good,8
ST000438,22,Female,Sophomore,Cybersecurity,87,19,3.15,Average,7
ST000439,18,Male,Junior,Computer Science,100,22,3.37,Good,7
ST000440,21,Male,Sophomore,Cybersecurity,82,19,2.84,Average,7
ST000441,21,Female,Freshman,Business Analytics,83,28,3.09,Average,4
ST000442,22,Male,Senior,Computer Science,85,20,3.12,Average,6
ST000443,22,Male,Sophomore,Software Engineering,81,30,3.45,Good,8
ST000444,19,Female,Senior,Computer Science,100,35,3.6,Good,10
ST000445,18,Female,Junior,Software Engineering,82,13,2.89,Average,9
ST000446,22,Female,Senior,Computer Science,84,19,3.07,Average,5
ST000447,23,Male,Freshman,Information Technology,75,25,3.14,Average,7
ST000448,22,Male,Freshman,Artificial Intelligence,71,19,3.05,Average,9
ST000449,19,Male,Sophomore,Artificial Intelligence,81,14,2.87,Average,8
ST000450,20,Female,Junior,Software Engineering,71,26,3.22,Good,8
ST000451,20,Male,Junior,Computer Science,79,11,2.97,Average,8
ST000452,22,Male,Junior,Software Engineering,93,27,3.81,Excellent,9
ST000453,24,Female,Junior,Software Engineering,95,22,3.59,Good,8
ST000454,22,Female,Freshman,Computer Science,80,20,3.05,Average,7
ST000455,21,Female,Junior,Software Engineering,100,11,2.95,Average,6
ST000456,20,Male,Sophomore,Computer Science,79,20,3.19,Average,9
ST000457,22,Female,Sophomore,Computer Science,86,30,3.38,Good,6
ST000458,21,Female,Senior,Software Engineering,90,11,3.09,Average,7
ST000459,18,Female,Junior,Artificial Intelligence,63,24,2.85,Average,7
ST000460,19,Male,Junior,Computer Science,73,32,3.37,Good,7
ST000461,22,Female,Senior,Computer Science,63,21,2.52,Poor,7
ST000462,21,Male,Junior,Software Engineering,66,14,2.45,Poor,8
ST000463,19,Female,Junior,Cybersecurity,87,17,3.12,Average,7
ST000464,21,Male,Junior,Computer Science,73,19,2.99,Average,9
ST000465,21,Female,Freshman,Artificial Intelligence,91,30,3.48,Good,9
ST000466,22,Female,Junior,Computer Science,97,28,3.45,Good,8
ST000467,21,Male,Sophomore,Data Science,93,23,3.32,Good,8
ST000468,20,Female,Senior,Computer Science,76,14,2.87,Average,4
ST000469,21,Female,Sophomore,Information Technology,85,16,3.01,Average,5
ST000470,20,Female,Freshman,Cybersecurity,96,20,3.4,Good,9
ST000471,22,Male,Junior,Information Technology,79,23,3.05,Average,5
ST000472,22,Male,Senior,Software Engineering,63,31,2.87,Average,7
ST000473,25,Male,Junior,Software Engineering,74,23,3.09,Average,9
ST000474,21,Female,Senior,Data Science,85,21,3.07,Average,5
ST000475,21,Female,Freshman,Business Analytics,85,12,2.91,Average,5
ST000476,20,Female,Junior,Cybersecurity,84,19,2.99,Average,7
ST000477,18,Female,Sophomore,Computer Science,74,15,2.63,Average,6
ST000478,21,Male,Sophomore,Software Engineering,75,18,2.85,Average,8
ST000479,22,Female,Freshman,Electrical Engineering,79,25,3.21,Good,4
ST000480,20,Female,Senior,Computer Science,77,22,3.25,Good,7
ST000481,22,Female,Junior,Information Technology,87,29,3.43,Good,4
ST000482,20,Male,Junior,Artificial Intelligence,88,25,3.44,Good,9
ST000483,21,Male,Freshman,Computer Science,76,20,3.1,Average,6
ST000484,20,Female,Sophomore,Computer Science,84,33,3.09,Average,8
ST000485,23,Male,Senior,Software Engineering,90,24,3.46,Good,9
ST000486,21,Female,Senior,Computer Science,81,18,3.15,Average,7
ST000487,21,Female,Senior,Artificial Intelligence,73,21,2.79,Average,8
ST000488,24,Male,Junior,Computer Science,81,18,3.32,Good,9
ST000489,20,Male,Junior,Business Analytics,70,22,2.95,Average,4
ST000490,19,Female,Junior,Computer Science,82,25,3.58,Good,7
ST000491,18,Male,Sophomore,Business Analytics,73,34,3.51,Good,6
ST000492,22,Female,Sophomore,Computer Science,68,15,2.78,Average,6
ST000493,18,Female,Junior,Cybersecurity,75,21,3.12,Average,10
ST000494,21,Male,Senior,Artificial Intelligence,86,18,3.06,Average,8
ST000495,23,Female,Senior,Artificial Intelligence,71,39,3.55,Good,9
ST000496,22,Female,Senior,Computer Science,74,27,3.12,Average,7
ST000497,21,Male,Sophomore,Software Engineering,64,29,2.65,Average,8
ST000498,20,Male,Junior,Electrical Engineering,100,22,3.66,Good,7
ST000499,20,Female,Senior,Artificial Intelligence,100,30,3.87,Excellent,10
ST000500,20,Male,Freshman,Computer Science,67,36,3.14,Average,7
ST000501,20,Female,Junior,Computer Science,89,9,3.09,Average,7
ST000502,18,Female,Sophomore,Information Technology,78,24,3.09,Average,5
ST000503,22,Female,Junior,Software Engineering,70,24,2.73,Average,7
ST000504,20,Female,Sophomore,Software Engineering,86,11,3.08,Average,8
ST000505,20,Female,Sophomore,Computer Science,79,21,3.34,Good,8
ST000506,23,Female,Junior,Artificial Intelligence,94,15,3.01,Average,9
ST000507,20,Male,Senior,Cybersecurity,78,7,2.74,Average,5
ST000508,24,Female,Junior,Cybersecurity,73,12,2.69,Average,6
ST000509,22,Male,Junior,Data Science,95,15,3.39,Good,7
ST000510,20,Female,Freshman,Information Technology,82,26,3.25,Good,8
ST000511,20,Female,Senior,Information Technology,50,24,2.54,Poor,3
ST000512,21,Male,Junior,Software Engineering,78,7,2.89,Average,7
ST000513,23,Female,Freshman,Computer Science,92,22,3.26,Good,7
ST000514,23,Female,Junior,Data Science,89,15,3.12,Average,8
ST000515,22,Male,Freshman,Cybersecurity,86,21,3.45,Good,6
ST000516,25,Male,Senior,Artificial Intelligence,100,19,3.23,Good,8
ST000517,19,Male,Junior,Cybersecurity,81,14,2.92,Average,7
ST000518,22,Female,Junior,Data Science,72,15,2.88,Average,6
ST000519,21,Male,Senior,Software Engineering,92,28,3.57,Good,10
ST000520,19,Female,Junior,Data Science,90,22,3.32,Good,7
ST000521,20,Female,Freshman,Computer Science,74,31,3.46,Good,8
ST000522,23,Female,Senior,Software Engineering,83,19,2.96,Average,7
ST000523,20,Female,Sophomore,Cybersecurity,71,15,2.69,Average,6
ST000524,24,Other,Junior,Software Engineering,77,23,3.12,Average,9
ST000525,23,Male,Senior,Cybersecurity,81,9,2.82,Average,8
ST000526,21,Female,Junior,Computer Science,72,22,2.85,Average,8
ST000527,19,Male,Junior,Data Science,92,27,3.7,Excellent,8
ST000528,22,Female,Junior,Data Science,87,24,3.41,Good,8
ST000529,21,Female,Junior,Artificial Intelligence,68,19,2.79,Average,6
ST000530,21,Female,Freshman,Information Technology,78,26,2.86,Average,7
ST000531,19,Male,Junior,Electrical Engineering,77,21,2.84,Average,6
ST000532,19,Male,Senior,Data Science,77,24,2.96,Average,7
ST000533,22,Female,Sophomore,Cybersecurity,94,20,3.26,Good,8
ST000534,22,Male,Freshman,Data Science,70,13,3.01,Average,6
ST000535,21,Female,Junior,Software Engineering,59,23,2.98,Average,8
ST000536,20,Male,Freshman,Business Analytics,79,16,2.85,Average,5
ST000537,20,Male,Junior,Computer Science,75,6,2.66,Average,6
ST000538,21,Male,Junior,Information Technology,58,26,2.89,Average,4
ST000539,19,Female,Freshman,Business Analytics,82,18,2.96,Average,4
ST000540,18,Female,Junior,Electrical Engineering,82,15,3.08,Average,7
ST000541,21,Male,Junior,Computer Science,66,14,2.78,Average,7
ST000542,22,Female,Freshman,Computer Science,74,12,2.42,Poor,6
ST000543,19,Female,Junior,Cybersecurity,85,23,3.08,Average,8
ST000544,22,Female,Senior,Computer Science,86,16,3.12,Average,7
ST000545,19,Male,Senior,Information Technology,83,32,3.17,Average,7
ST000546,21,Male,Freshman,Electrical Engineering,92,16,3.34,Good,6
ST000547,21,Male,Junior,Computer Science,91,18,2.94,Average,9
ST000548,22,Male,Freshman,Software Engineering,89,16,3.34,Good,9
ST000549,20,Female,Senior,Software Engineering,85,19,3.0,Average,7
ST000550,21,Female,Senior,Computer Science,77,25,3.06,Average,7
ST000551,23,Male,Senior,Information Technology,90,14,3.01,Average,7
ST000552,22,Male,Sophomore,Computer Science,94,26,3.35,Good,9
ST000553,18,Other,Sophomore,Artificial Intelligence,85,23,3.44,Good,9
ST000554,23,Female,Freshman,Artificial Intelligence,75,26,3.14,Average,7
ST000555,22,Female,Freshman,Software Engineering,72,38,3.07,Average,7
ST000556,22,Male,Junior,Business Analytics,90,20,3.2,Good,6
ST000557,21,Female,Freshman,Computer Science,83,22,3.16,Average,7
ST000558,20,Female,Sophomore,Computer Science,83,9,2.73,Average,6
ST000559,19,Male,Freshman,Computer Science,83,19,3.1,Average,7
ST000560,21,Male,Freshman,Computer Science,81,20,3.09,Average,6
ST000561,22,Female,Sophomore,Software Engineering,81,18,3.12,Average,8
ST000562,21,Female,Junior,Cybersecurity,71,16,2.59,Poor,5
ST000563,21,Male,Sophomore,Information Technology,70,27,3.23,Good,8
ST000564,22,Female,Senior,Data Science,94,21,3.37,Good,8
ST000565,20,Female,Senior,Computer Science,95,21,3.17,Average,7
ST000566,21,Male,Senior,Information Technology,85,25,3.22,Good,7
ST000567,20,Male,Junior,Cybersecurity,78,26,3.0,Average,7
ST000568,21,Male,Sophomore,Data Science,96,20,3.07,Average,7
ST000569,19,Female,Junior,Computer Science,79,12,3.05,Average,9
ST000570,21,Male,Sophomore,Software Engineering,92,19,3.2,Good,10
ST000571,20,Male,Junior,Business Analytics,72,18,2.83,Average,7
ST000572,22,Female,Sophomore,Artificial Intelligence,74,37,3.35,Good,8
ST000573,22,Male,Sophomore,Artificial Intelligence,78,29,3.16,Average,9
ST000574,22,Male,Junior,Cybersecurity,63,15,2.12,Poor,5
ST000575,21,Female,Senior,Computer Science,66,12,2.57,Poor,8
ST000576,20,Female,Junior,Artificial Intelligence,71,13,2.65,Average,7
ST000577,21,Male,Sophomore,Software Engineering,73,22,3.12,Average,9
ST000578,22,Female,Senior,Business Analytics,85,31,3.28,Good,7
ST000579,20,Male,Sophomore,Data Science,80,18,3.01,Average,10
ST000580,20,Female,Junior,Electrical Engineering,81,27,3.39,Good,6
ST000581,25,Male,Sophomore,Information Technology,93,13,3.21,Good,6
ST000582,21,Male,Sophomore,Data Science,66,21,2.65,Average,7
ST000583,20,Female,Junior,Data Science,84,18,3.15,Average,7
ST000584,21,Male,Freshman,Cybersecurity,89,21,2.98,Average,10
ST000585,22,Male,Sophomore,Data Science,98,32,3.78,Excellent,8
ST000586,19,Other,Junior,Data Science,88,19,3.17,Average,7
ST000587,21,Male,Sophomore,Business Analytics,78,18,3.05,Average,4
ST000588,20,Male,Junior,Electrical Engineering,79,12,2.6,Average,5
ST000589,24,Male,Freshman,Data Science,61,17,2.76,Average,7
ST000590,19,Male,Junior,Software Engineering,82,19,3.57,Good,10
ST000591,21,Female,Junior,Data Science,76,34,3.25,Good,7
ST000592,21,Male,Freshman,Artificial Intelligence,70,24,3.3,Good,9
ST000593,20,Female,Senior,Data Science,75,8,2.66,Average,9
ST000594,23,Other,Freshman,Electrical Engineering,74,22,3.09,Average,6
ST000595,21,Female,Junior,Information Technology,80,27,3.08,Average,6
ST000596,20,Female,Junior,Computer Science,79,30,3.27,Good,8
ST000597,23,Male,Junior,Information Technology,62,24,2.72,Average,6
ST000598,19,Female,Junior,Software Engineering,76,17,3.0,Average,8
ST000599,21,Female,Freshman,Computer Science,84,5,2.76,Average,6
ST000600,24,Male,Sophomore,Software Engineering,98,24,3.4,Good,8
ST000601,21,Female,Senior,Information Technology,84,30,3.44,Good,7
ST000602,21,Male,Junior,Artificial Intelligence,76,24,3.04,Average,8
ST000603,23,Female,Junior,Software Engineering,64,18,2.57,Poor,7
ST000604,20,Male,Senior,Business Analytics,79,12,2.87,Average,4
ST000605,18,Female,Sophomore,Cybersecurity,92,22,3.2,Good,9
ST000606,22,Male,Senior,Information Technology,81,32,3.23,Good,6
ST000607,20,Male,Junior,Information Technology,100,27,3.66,Good,6
ST000608,20,Male,Freshman,Cybersecurity,64,29,3.3,Good,7
ST000609,19,Female,Senior,Software Engineering,84,25,3.17,Average,9
ST000610,24,Female,Junior,Information Technology,78,23,3.22,Good,6
ST000611,28,Male,Junior,Data Science,78,12,2.72,Average,6
ST000612,21,Male,Sophomore,Computer Science,91,23,3.28,Good,10
ST000613,21,Female,Sophomore,Cybersecurity,86,9,2.81,Average,7
ST000614,30,Female,Freshman,Data Science,65,26,2.84,Average,7
ST000615,23,Male,Sophomore,Computer Science,77,29,3.02,Average,7
ST000616,22,Female,Sophomore,Cybersecurity,77,26,3.15,Average,7
ST000617,19,Male,Freshman,Data Science,92,23,3.3,Good,9
ST000618,27,Male,Junior,Computer Science,87,17,3.36,Good,7
ST000619,22,Female,Sophomore,Artificial Intelligence,87,21,3.32,Good,7
ST000620,20,Male,Junior,Computer Science,72,17,2.88,Average,8
ST000621,22,Male,Freshman,Information Technology,70,22,2.64,Average,6
ST000622,20,Female,Sophomore,Information Technology,81,28,3.59,Good,6
ST000623,22,Male,Senior,Artificial Intelligence,96,15,3.24,Good,8
ST000624,22,Female,Senior,Computer Science,84,24,3.19,Average,7
ST000625,24,Male,Junior,Software Engineering,84,20,3.35,Good,7
ST000626,20,Female,Senior,Software Engineering,90,25,3.45,Good,9
ST000627,20,Male,Junior,Cybersecurity,81,18,3.17,Average,8
ST000628,21,Female,Sophomore,Artificial Intelligence,93,20,3.19,Average,9
ST000629,21,Male,Junior,Information Technology,82,20,2.91,Average,4
ST000630,20,Female,Junior,Cybersecurity,73,21,3.0,Average,8
ST000631,19,Male,Junior,Computer Science,85,31,3.43,Good,7
ST000632,20,Male,Freshman,Information Technology,89,21,3.16,Average,5
ST000633,29,Male,Senior,Computer Science,77,26,3.4,Good,7
ST000634,18,Female,Senior,Computer Science,77,10,2.83,Average,8
ST000635,23,Male,Senior,Cybersecurity,79,13,2.95,Average,6
ST000636,24,Male,Senior,Computer Science,78,25,2.98,Average,6
ST000637,20,Male,Sophomore,Artificial Intelligence,77,16,3.01,Average,6
ST000638,21,Female,Senior,Business Analytics,64,27,3.13,Average,6
ST000639,18,Female,Junior,Cybersecurity,82,15,3.07,Average,7
ST000640,20,Female,Sophomore,Cybersecurity,80,23,3.16,Average,8
ST000641,24,Female,Sophomore,Cybersecurity,86,21,3.23,Good,7
ST000642,20,Male,Senior,Data Science,90,15,3.18,Average,7
ST000643,21,Male,Junior,Cybersecurity,97,18,3.58,Good,9
ST000644,22,Male,Sophomore,Software Engineering,86,8,2.87,Average,7
ST000645,22,Male,Junior,Information Technology,64,16,2.61,Average,6
ST000646,20,Male,Freshman,Business Analytics,81,20,3.14,Average,4
ST000647,24,Female,Junior,Business Analytics,78,11,3.0,Average,5
ST000648,20,Male,Sophomore,Business Analytics,67,30,2.99,Average,5
ST000649,21,Female,Freshman,Information Technology,66,32,3.34,Good,8
ST000650,23,Female,Senior,Artificial Intelligence,100,35,3.76,Excellent,9
ST000651,21,Male,Junior,Software Engineering,78,29,3.31,Good,10
ST000652,21,Male,Sophomore,Data Science,82,28,3.5,Good,9
ST000653,30,Female,Senior,Software Engineering,87,28,3.55,Good,10
ST000654,19,Female,Freshman,Computer Science,84,19,3.04,Average,5
ST000655,21,Male,Sophomore,Electrical Engineering,85,26,3.49,Good,7
ST000656,20,Female,Senior,Data Science,71,22,3.0,Average,6
ST000657,22,Female,Freshman,Computer Science,80,21,2.81,Average,7
ST000658,24,Male,Sophomore,Information Technology,57,18,2.79,Average,5
ST000659,19,Male,Senior,Computer Science,94,25,3.34,Good,9
ST000660,27,Female,Junior,Data Science,77,17,2.65,Average,6
ST000661,18,Female,Junior,Artificial Intelligence,89,21,3.24,Good,7
ST000662,22,Male,Senior,Software Engineering,84,18,2.95,Average,7
ST000663,20,Female,Junior,Electrical Engineering,99,18,3.6,Good,7
ST000664,21,Female,Freshman,Artificial Intelligence,73,26,3.07,Average,6
ST000665,21,Female,Senior,Computer Science,74,17,2.88,Average,6
ST000666,24,Female,Sophomore,Computer Science,100,15,3.5,Good,8
ST000667,19,Male,Sophomore,Computer Science,67,24,2.75,Average,8
ST000668,22,Female,Junior,Business Analytics,82,22,2.99,Average,5
ST000669,28,Female,Sophomore,Computer Science,71,23,2.61,Average,7
ST000670,21,Female,Sophomore,Data Science,78,31,3.4,Good,8
ST000671,22,Male,Freshman,Artificial Intelligence,81,14,2.74,Average,6
ST000672,20,Female,Senior,Computer Science,83,26,3.33,Good,7
ST000673,19,Female,Freshman,Computer Science,78,31,3.24,Good,7
ST000674,26,Female,Junior,Software Engineering,84,22,3.3,Good,9
ST000675,19,Male,Senior,Information Technology,83,21,3.25,Good,6
ST000676,23,Female,Freshman,Information Technology,80,24,3.04,Average,6
ST000677,22,Male,Junior,Computer Science,87,13,3.24,Good,6
ST000678,21,Male,Freshman,Cybersecurity,83,29,3.39,Good,7
ST000679,18,Male,Junior,Information Technology,77,24,2.93,Average,5
ST000680,21,Female,Sophomore,Software Engineering,80,27,3.14,Average,9
ST000681,20,Male,Sophomore,Computer Science,92,35,3.76,Excellent,10
ST000682,20,Female,Senior,Cybersecurity,90,18,3.08,Average,8
ST000683,22,Female,Freshman,Computer Science,75,7,2.71,Average,6
ST000684,20,Male,Freshman,Computer Science,87,31,3.5,Good,8
ST000685,20,Male,Sophomore,Software Engineering,65,27,2.74,Average,7
ST000686,23,Female,Freshman,Computer Science,90,19,3.41,Good,9
ST000687,25,Female,Freshman,Computer Science,90,32,3.09,Average,8
ST000688,21,Female,Freshman,Artificial Intelligence,92,17,3.27,Good,8
ST000689,22,Male,Senior,Data Science,79,17,2.95,Average,5
ST000690,21,Female,Sophomore,Information Technology,87,21,3.25,Good,7
ST000691,21,Female,Senior,Data Science,81,23,3.08,Average,7
ST000692,22,Male,Sophomore,Computer Science,88,32,3.32,Good,9
ST000693,28,Female,Senior,Electrical Engineering,81,24,3.23,Good,5
ST000694,22,Male,Sophomore,Cybersecurity,87,22,3.31,Good,7
